ticker,DaysPriorPerformance,DaysPriorSpyPerformance,DaysPriorAvgVolume,DayOfPerformance,DayOfVolume,DayOfMarketPerformance,ClosePositionRatio,DaysAfterPerformance,DaysAfterSpyPerformance,DaysAfterAvgVolume
COLE,0.9259259259259226,1.0644589000591433,4988622.222222222,3.6697247706422047,16370500.0,-0.11702750146285375,0.9811320754716952,-0.8849557522124019,-3.5149384885764503,9244011.111111112
SKH,-3.0303030303030196,0.7079646017699048,118377.77777777778,-25.000000000000007,1256800.0,-0.5858230814294083,0.029411764705882373,4.1666666666666705,-2.47495580436063,275011.1111111111
NLS,3.409090909090897,0.7079646017699048,278711.1111111111,-23.076923076923073,3313000.0,-0.5858230814294083,0.2781954887218039,-7.142857142857142,-2.47495580436063,685244.4444444445
PKY,-5.319148936170213,0.7079646017699048,181255.55555555556,-0.5617977528089967,384500.0,-0.5858230814294083,0.9405940594059384,-4.51977401129944,-2.47495580436063,353266.6666666667
LDR,2.959830866807623,0.7079646017699048,34833.333333333336,-1.0266940451745379,36700.0,-0.5858230814294083,0.35483870967741493,-2.2821576763485503,-2.47495580436063,49444.444444444445
JMBA,6.000000000000003,0.7079646017699048,144122.22222222222,-13.207547169811317,1706600.0,-0.5858230814294083,0.17372881355932202,-3.6231884057971016,-2.47495580436063,265577.77777777775
CRDC,8.333333333333341,0.7079646017699048,83788.88888888889,0.0,140800.0,-0.5858230814294083,0.823529411764707,-7.692307692307699,-2.47495580436063,162322.22222222222
UIHC,2.7027027027026933,1.0644589000591433,31944.444444444445,-1.315789473684206,12400.0,-0.11702750146285375,0.5405405405405409,1.3333333333333286,-3.5149384885764503,27400.0
BDE,1.960784313725501,0.7079646017699048,131488.88888888888,-0.9615384615384581,849100.0,-0.5858230814294083,0.9534883720930242,2.9126213592232904,-2.47495580436063,147733.33333333334
MSTX,-19.999999999999996,1.0644589000591433,1431222.2222222222,0.0,1864400.0,-0.11702750146285375,0.25000000000000033,0.0,-3.5149384885764503,711555.5555555555
ENH,-0.1890359168241993,0.7079646017699048,226155.55555555556,-1.5151515151515098,287000.0,-0.5858230814294083,0.16463414634146092,-2.4999999999999947,-2.47495580436063,168466.66666666666
APTS,-3.4883720930232434,0.7079646017699048,19388.88888888889,0.0,14200.0,-0.5858230814294083,1.0,1.2048192771084292,-2.47495580436063,18755.555555555555
CSU,-8.0,0.7079646017699048,149088.88888888888,0.0,1092400.0,-0.5858230814294083,0.8870967741935479,-9.565217391304346,-2.47495580436063,293322.22222222225
SNHY,1.2578616352201324,0.7079646017699048,44211.11111111111,0.0,34800.0,-0.5858230814294083,0.7894736842105302,-1.242236024844727,-2.47495580436063,38555.555555555555
EFC,-0.454545454545461,0.7079646017699048,103055.55555555556,-0.4566210045662003,136000.0,-0.5858230814294083,0.13157894736842327,-0.9174311926605472,-2.47495580436063,91744.44444444444
SHO,-1.5151515151515098,0.7079646017699048,935022.2222222222,-0.7692307692307665,1208900.0,-0.5858230814294083,0.00952380952380933,-3.875968992248062,-2.47495580436063,956588.8888888889
VOXX,8.196721311475411,4.164037854889586,113144.44444444444,2.2727272727272783,362900.0,1.3930950938825024,0.14285714285713974,0.740740740740738,0.8960573476702508,178922.22222222222
MPO,-12.698412698412694,0.7079646017699048,307511.1111111111,-9.090909090909092,1993800.0,-0.5858230814294083,0.2857142857142863,-14.000000000000004,-2.47495580436063,938311.1111111111
XCO,1.1627906976744147,0.7079646017699048,1800311.111111111,-9.195402298850563,7854600.0,-0.5858230814294083,0.12500000000000017,-6.329113924050632,-2.47495580436063,2426366.6666666665
HTH,-3.5294117647058907,0.7079646017699048,246455.55555555556,-1.219512195121947,522400.0,-0.5858230814294083,0.5487804878048803,-1.8518518518518454,-2.47495580436063,394533.3333333333
ININ,4.6931407942238295,0.7079646017699048,40500.0,14.137931034482765,515300.0,-0.5858230814294083,0.7314049586776896,-10.120845921450156,-2.47495580436063,87066.66666666667
MKTG,8.888888888888884,0.7079646017699048,302233.3333333333,6.122448979591839,1753300.0,-0.5858230814294083,0.16993464052287574,-7.05128205128205,-2.47495580436063,434411.1111111111
MR,6.632653061224475,0.7079646017699048,515288.8888888889,-2.1531100478468868,1209500.0,-0.5858230814294083,0.42272727272727206,0.9779951100244464,-2.47495580436063,907977.7777777778
AVD,0.8130081300812979,0.7079646017699048,345155.55555555556,3.2258064516129057,486100.0,-0.5858230814294083,0.6303630363036309,-1.1718750000000027,-2.47495580436063,172311.11111111112
QLYS,11.392405063291143,0.7079646017699048,82511.11111111111,8.522727272727272,470000.0,-0.5858230814294083,0.9071729957805897,-1.570680628272255,-2.47495580436063,116066.66666666667
REN,7.3170731707317245,0.7079646017699048,570666.6666666666,-4.545454545454549,593300.0,-0.5858230814294083,0.2619047619047648,-7.1428571428571495,-2.47495580436063,595555.5555555555
ETM,-7.339449541284409,0.7079646017699048,50233.333333333336,-0.9900990099009866,52400.0,-0.5858230814294083,0.27499999999999836,-10.0,-2.47495580436063,68488.88888888889
MASC,0.9999999999999963,5.159235668789805,21166.666666666668,-0.9900990099009866,49300.0,0.0,1.0,-3.000000000000007,2.0593579648697795,8955.555555555555
FAST,4.231625835189306,5.159235668789805,1613744.4444444445,-2.777777777777772,5169800.0,0.0,0.4507772020725413,-0.2197802197802229,2.0593579648697795,1658211.111111111
TEG,1.1382113821138258,0.7079646017699048,303055.55555555556,0.16077170418005515,767400.0,-0.5858230814294083,0.5505617977528109,-8.025682182985554,-2.47495580436063,373266.6666666667
ARTC,-2.710027100271003,0.7079646017699048,73777.77777777778,0.2785515320334302,154700.0,-0.5858230814294083,0.40404040404040537,-7.500000000000008,-2.47495580436063,119277.77777777778
GEVA,1.0183299389002036,0.7079646017699048,103466.66666666667,-0.8064516129032229,227800.0,-0.5858230814294083,0.36912751677852434,-4.878048780487816,-2.47495580436063,78733.33333333333
MDR,-2.2471910112359668,0.7079646017699048,2350422.222222222,-20.689655172413783,20694400.0,-0.5858230814294083,0.018518518518518122,5.797101449275354,-2.47495580436063,7475466.666666667
TVC,-1.6194331983805612,1.0644589000591433,15766.666666666666,-0.4115226337448618,20500.0,-0.11702750146285375,0.0,-4.132231404958678,-3.5149384885764503,19344.444444444445
TLLP,-0.9380863039399625,0.7079646017699048,129011.11111111111,-1.325757575757568,95600.0,-0.5858230814294083,0.09160305343511782,5.182341650671777,-2.47495580436063,129677.77777777778
FRP,-4.494382022471914,0.7079646017699048,39933.333333333336,8.23529411764705,157000.0,-0.5858230814294083,0.6481481481481475,3.2608695652173996,-2.47495580436063,67844.44444444444
UNM,2.215189873417708,0.7079646017699048,1464266.6666666667,-4.334365325077395,3973000.0,-0.5858230814294083,0.12365591397849512,-4.530744336569574,-2.47495580436063,2049044.4444444445
PLOW,0.0,0.7079646017699048,45922.22222222222,-2.7210884353741402,50800.0,-0.5858230814294083,0.23684210526315702,2.7972027972027873,-2.47495580436063,39788.88888888889
ITIC,-0.6675567423230974,1.0644589000591433,12777.777777777777,1.2096774193548272,3500.0,-0.11702750146285375,0.7000000000000058,-4.515272244355899,-3.5149384885764503,12300.0
ANEN,-0.4201680672268967,0.7079646017699048,18855.555555555555,1.6877637130801777,17800.0,-0.5858230814294083,0.8888888888888911,3.73443983402489,-2.47495580436063,22988.88888888889
MSM,3.631647211413763,5.159235668789805,445022.22222222225,0.500625782227774,594800.0,0.0,0.5876623376623388,-1.8679950186799503,2.0593579648697795,315966.6666666667
TRAK,-1.0610079575596967,0.7079646017699048,169255.55555555556,9.651474530831104,701200.0,-0.5858230814294083,0.8382352941176452,-2.444987775061125,-2.47495580436063,174500.0
PDII,2.1739130434782727,0.7079646017699048,38088.88888888889,4.255319148936174,120600.0,-0.5858230814294083,0.8076923076923083,-4.081632653061227,-2.47495580436063,17733.333333333332
ALX,-1.7348608837970576,1.0644589000591433,3577.777777777778,-0.8660892738174436,4200.0,-0.11702750146285375,0.21164021164020114,-6.081989247311835,-3.5149384885764503,4222.222222222223
RSE,-3.3492822966507143,0.7079646017699048,97033.33333333333,3.465346534653462,161300.0,-0.5858230814294083,0.6198347107438013,-8.612440191387547,-2.47495580436063,91244.44444444444
TELK,0.0,0.7079646017699048,9166.666666666666,7.692307692307682,29100.0,-0.5858230814294083,0.5714285714285707,-14.285714285714283,-2.47495580436063,29200.0
